Date,Price
2015-12-29,2.39
2015-12-30,2.28
2015-12-31,2.28
2016-01-01,2.28
2016-01-04,2.39
2016-01-05,2.33
2016-01-06,2.37
2016-01-07,2.35
2016-01-08,2.47
2016-01-11,2.54
2016-01-12,2.4
2016-01-13,2.28
2016-01-14,2.21
2016-01-15,2.18
2016-01-18,2.18
2016-01-19,2.23
2016-01-20,2.18
2016-01-21,2.22
2016-01-22,2.21
2016-01-25,2.16
2016-01-26,2.26
2016-01-27,2.26
2016-01-28,2.15
2016-01-29,2.28
2016-02-01,2.28
2016-02-02,2.07
2016-02-03,2.06
2016-02-04,2.07
2016-02-05,2.08
2016-02-08,2.23
2016-02-09,2.17
2016-02-10,2.16
2016-02-11,2.15
2016-02-12,2.08
2016-02-15,2.08
2016-02-16,1.95
2016-02-17,1.93
2016-02-18,1.89
2016-02-19,1.83
2016-02-22,1.86
2016-02-23,1.85
2016-02-24,1.85
2016-02-25,1.78
2016-02-26,1.78
2016-02-29,1.62
2016-03-01,1.57
2016-03-02,1.6
2016-03-03,1.59
2016-03-04,1.49
2016-03-07,1.56
2016-03-08,1.6
2016-03-09,1.61
2016-03-10,1.72
2016-03-11,1.74
2016-03-14,1.68
2016-03-15,1.81
2016-03-16,1.77
2016-03-17,1.84
2016-03-18,1.84
2016-03-21,1.79
2016-03-22,1.79
2016-03-23,1.79
2016-03-24,1.78
2016-03-25,1.78
2016-03-28,1.78
2016-03-29,1.77
2016-03-30,1.87
2016-03-31,1.98
2016-04-01,1.88
2016-04-04,1.96
2016-04-05,1.96
2016-04-06,1.91
2016-04-07,1.96
2016-04-08,1.99
2016-04-11,1.9
2016-04-12,1.97
2016-04-13,2.01
2016-04-14,1.93
2016-04-15,1.71
2016-04-18,1.76
2016-04-19,1.94
2016-04-20,1.94
2016-04-21,1.96
2016-04-22,1.92
2016-04-25,1.97
2016-04-26,1.97
2016-04-27,1.88
2016-04-28,1.88
2016-04-29,1.89
2016-05-02,1.91
2016-05-03,1.94
2016-05-04,2.03
2016-05-05,2.05
2016-05-06,1.86
2016-05-09,2.01
2016-05-10,2.01
2016-05-11,2.01
2016-05-12,2.01
2016-05-13,1.96
2016-05-16,1.91
2016-05-17,1.97
2016-05-18,1.91
2016-05-19,1.83
2016-05-20,1.81
2016-05-23,1.96
2016-05-24,1.91
2016-05-25,1.77
2016-05-26,1.77
2016-05-27,1.77
2016-05-30,1.77
2016-05-31,2.12
2016-06-01,2.25
2016-06-02,2.3
2016-06-03,2.31
2016-06-06,2.32
2016-06-07,2.32
2016-06-08,2.36
2016-06-09,2.34
2016-06-10,2.46
2016-06-13,2.55
2016-06-14,2.55
2016-06-15,2.62
2016-06-16,2.62
2016-06-17,2.59
2016-06-20,2.74
2016-06-21,2.79
2016-06-22,2.82
2016-06-23,2.69
2016-06-24,2.71
2016-06-27,2.79
2016-06-28,2.89
2016-06-29,2.94
2016-06-30,2.94
2016-07-01,2.89
2016-07-04,2.89
2016-07-05,2.82
2016-07-06,2.82
2016-07-07,2.78
2016-07-08,2.8
2016-07-11,2.88
2016-07-12,2.88
2016-07-13,2.81
2016-07-14,2.79
2016-07-15,2.7
2016-07-18,2.83
2016-07-19,2.83
2016-07-20,2.76
2016-07-21,2.76
2016-07-22,2.8
2016-07-25,2.8
2016-07-26,2.84
2016-07-27,2.84
2016-07-28,2.79
2016-07-29,2.97
2016-08-01,2.97
2016-08-02,2.79
2016-08-03,2.89
2016-08-04,2.89
2016-08-05,2.88
2016-08-08,2.85
2016-08-09,2.85
2016-08-10,2.76
2016-08-11,2.7
2016-08-12,2.7
2016-08-15,2.75
2016-08-16,2.75
2016-08-17,2.76
2016-08-18,2.75
2016-08-19,2.67
2016-08-22,2.75
2016-08-23,2.75
2016-08-24,2.82
2016-08-25,2.89
2016-08-26,2.91
2016-08-29,2.97
2016-08-30,2.95
2016-08-31,2.95
2016-09-01,2.95
2016-09-02,2.88
2016-09-05,2.88
2016-09-06,2.88
2016-09-07,2.77
2016-09-08,2.88
2016-09-09,2.93
2016-09-12,3.04
2016-09-13,3.04
2016-09-14,3.07
2016-09-15,2.98
2016-09-16,2.97
2016-09-19,3
2016-09-20,3.12
2016-09-21,3.19
2016-09-22,3.18
2016-09-23,3.06
2016-09-26,3.06
2016-09-27,3.09
2016-09-28,3.07
2016-09-29,2.98
2016-09-30,2.84
2016-10-03,2.84
2016-10-04,2.83
2016-10-05,2.83
2016-10-06,3.04
2016-10-07,3.02
2016-10-10,3.18
2016-10-11,3.17
2016-10-12,3.17
2016-10-13,3.16
2016-10-14,3.18
2016-10-17,3.21
2016-10-18,3.25
2016-10-19,3.18
2016-10-20,3.12
2016-10-21,2.92
2016-10-24,2.78
2016-10-25,2.69
2016-10-26,2.69
2016-10-27,2.72
2016-10-28,2.72
2016-10-31,2.85
2016-11-01,2.53
2016-11-02,2.53
2016-11-03,2.41
2016-11-04,2.2
2016-11-07,2.37
2016-11-08,2.34
2016-11-09,2.22
2016-11-10,2.08
2016-11-11,2.08
2016-11-14,2.26
2016-11-15,2.49
2016-11-16,2.49
2016-11-17,2.37
2016-11-18,2.6
2016-11-21,2.81
2016-11-22,2.73
2016-11-23,2.76
2016-11-24,2.76
2016-11-25,2.76
2016-11-28,2.96
2016-11-29,3.02
2016-11-30,3.32
2016-12-01,3.32
2016-12-02,3.44
2016-12-05,3.44
2016-12-06,3.75
2016-12-07,3.8
2016-12-08,3.68
2016-12-09,3.75
2016-12-12,3.6
2016-12-13,3.65
2016-12-14,3.55
2016-12-15,3.56
2016-12-16,3.51
2016-12-19,3.55
2016-12-20,3.39
2016-12-21,3.5
2016-12-22,3.5
2016-12-23,3.6
2016-12-26,3.6
2016-12-27,3.7
2016-12-28,3.7
2016-12-29,3.71
2016-12-30,3.71
2017-01-02,3.71
2017-01-03,3.41
2017-01-04,3.42
2017-01-05,3.42
2017-01-06,3.38
2017-01-09,3.14
2017-01-10,3.21
2017-01-11,3.27
2017-01-12,3.36
2017-01-13,3.36
2017-01-16,3.36
2017-01-17,3.37
2017-01-18,3.26
2017-01-19,3.25
2017-01-20,3.23
2017-01-23,3.16
2017-01-24,3.16
2017-01-25,3.26
2017-01-26,3.44
2017-01-27,3.31
2017-01-30,3.22
2017-01-31,3
2017-02-01,3.15
2017-02-02,3.13
2017-02-03,3.13
2017-02-06,2.92
2017-02-07,3.03
2017-02-08,3.05
2017-02-09,3.11
2017-02-10,3.11
2017-02-13,2.93
2017-02-14,2.85
2017-02-15,2.95
2017-02-16,2.88
2017-02-17,2.75
2017-02-20,2.75
2017-02-21,2.56
2017-02-22,2.52
2017-02-23,2.63
2017-02-24,2.63
2017-02-27,2.44
2017-02-28,2.54
2017-03-01,2.54
2017-03-02,2.59
2017-03-03,2.5
2017-03-06,2.68
2017-03-07,2.68
2017-03-08,2.59
2017-03-09,2.83
2017-03-10,2.98
2017-03-13,3.04
2017-03-14,3.02
2017-03-15,3.02
2017-03-16,2.84
2017-03-17,2.85
2017-03-20,2.93
2017-03-21,3.09
2017-03-22,3.02
2017-03-23,2.93
2017-03-24,2.97
2017-03-27,2.94
2017-03-28,2.95
2017-03-29,3.03
2017-03-30,3.08
2017-03-31,3.13
2017-04-03,3.13
2017-04-04,3.06
2017-04-05,3.22
2017-04-06,3.23
2017-04-07,3.23
2017-04-10,3.15
2017-04-11,3.11
2017-04-12,2.97
2017-04-13,3
2017-04-14,3
2017-04-17,3.09
2017-04-18,3.11
2017-04-19,3.11
2017-04-20,3.13
2017-04-21,3.06
2017-04-24,3.06
2017-04-25,2.99
2017-04-26,3.06
2017-04-27,3.13
2017-04-28,3.2
2017-05-01,3.2
2017-05-02,3.13
2017-05-03,3.14
2017-05-04,3.11
2017-05-05,3.1
2017-05-08,3.06
2017-05-09,3.03
2017-05-10,3.03
2017-05-11,3.23
2017-05-12,3.24
2017-05-15,3.26
2017-05-16,3.27
2017-05-17,3.27
2017-05-18,3.13
2017-05-19,3.11
2017-05-22,3.24
2017-05-23,3.22
2017-05-24,3.22
2017-05-25,3.1
2017-05-26,3.1
2017-05-29,3.1
2017-05-30,3.1
2017-05-31,3.05
2017-06-01,3.05
2017-06-02,2.85
2017-06-05,2.92
2017-06-06,2.92
2017-06-07,3.06
2017-06-08,2.98
2017-06-09,3.03
2017-06-12,3.12
2017-06-13,3.12
2017-06-14,2.95
2017-06-15,2.94
2017-06-16,3.01
2017-06-19,2.87
2017-06-20,2.91
2017-06-21,2.91
2017-06-22,2.88
2017-06-23,2.89
2017-06-26,2.98
2017-06-27,2.99
2017-06-28,3.03
2017-06-29,3.07
2017-06-30,2.98
2017-07-03,2.98
2017-07-04,2.98
2017-07-05,2.98
2017-07-06,2.89
2017-07-07,2.91
2017-07-10,2.92
2017-07-11,2.98
2017-07-12,3.01
2017-07-13,2.96
2017-07-14,2.94
2017-07-17,3.04
2017-07-18,3.11
2017-07-19,3.11
2017-07-20,3.12
2017-07-21,3.06
2017-07-24,2.99
2017-07-25,2.99
2017-07-26,2.92
2017-07-27,2.95
2017-07-28,2.96
2017-07-31,2.87
2017-08-01,2.8
2017-08-02,2.8
2017-08-03,2.76
2017-08-04,2.76
2017-08-07,2.8
2017-08-08,2.81
2017-08-09,2.81
2017-08-10,2.89
2017-08-11,2.96
2017-08-14,3.02
2017-08-15,2.96
2017-08-16,2.94
2017-08-17,2.91
2017-08-18,2.9
2017-08-21,3
2017-08-22,3
2017-08-23,2.94
2017-08-24,2.97
2017-08-25,2.93
2017-08-28,2.95
2017-08-29,2.95
2017-08-30,2.95
2017-08-31,2.92
2017-09-01,2.88
2017-09-04,2.88
2017-09-05,2.88
2017-09-06,2.98
2017-09-07,2.92
2017-09-08,2.88
2017-09-11,2.88
2017-09-12,2.88
2017-09-13,3.02
2017-09-14,3.03
2017-09-15,3
2017-09-18,3.11
2017-09-19,3.18
2017-09-20,3.13
2017-09-21,3.11
2017-09-22,2.93
2017-09-25,2.96
2017-09-26,2.96
2017-09-27,2.98
2017-09-28,2.96
2017-09-29,2.94
2017-10-02,2.94
2017-10-03,2.73
2017-10-04,2.8
2017-10-05,2.8
2017-10-06,2.93
2017-10-09,2.87
2017-10-10,2.89
2017-10-11,2.89
2017-10-12,2.95
2017-10-13,2.99
2017-10-16,2.87
2017-10-17,2.88
2017-10-18,2.81
2017-10-19,2.83
2017-10-20,2.8
2017-10-23,2.95
2017-10-24,2.95
2017-10-25,2.98
2017-10-26,2.91
2017-10-27,2.78
2017-10-30,2.94
2017-10-31,2.84
2017-11-01,2.68
2017-11-02,2.68
2017-11-03,2.75
2017-11-06,3.01
2017-11-07,3.07
2017-11-08,3.16
2017-11-09,3.18
2017-11-10,3.17
2017-11-13,3.13
2017-11-14,3.06
2017-11-15,3.16
2017-11-16,3.09
2017-11-17,3.04
2017-11-20,3.04
2017-11-21,3.05
2017-11-22,3.05
2017-11-23,3.05
2017-11-24,3.05
2017-11-27,2.88
2017-11-28,2.88
2017-11-29,3.06
2017-11-30,3.06
2017-12-01,2.84
2017-12-04,2.91
2017-12-05,2.86
2017-12-06,2.86
2017-12-07,2.81
2017-12-08,2.78
2017-12-11,2.81
2017-12-12,2.87
2017-12-13,2.87
2017-12-14,2.69
2017-12-15,2.6
2017-12-18,2.71
2017-12-19,2.75
2017-12-20,2.72
2017-12-21,2.64
2017-12-22,2.63
2017-12-26,2.68
2017-12-27,2.76
2017-12-28,2.97
2017-12-29,3.69
2018-01-02,6.24
2018-01-03,6.24
2018-01-04,4.65
2018-01-05,
2018-01-08,2.89
2018-01-09,2.93
2018-01-10,3.16
2018-01-11,3.16
2018-01-12,4.06
2018-01-16,5.46
2018-01-17,3.92
2018-01-18,3.92
2018-01-19,3.2
2018-01-22,3.13
2018-01-23,3.35
2018-01-24,3.54
2018-01-25,3.54
2018-01-26,3.58
2018-01-29,3.6
2018-01-30,3.6
2018-01-31,3.34
2018-02-01,3.06
2018-02-02,2.91
2018-02-05,2.85
2018-02-06,2.75
2018-02-07,2.74
2018-02-08,2.74
2018-02-09,2.66
2018-02-12,2.6
2018-02-13,2.58
2018-02-14,2.53
2018-02-15,2.49
2018-02-16,2.49
2018-02-20,2.61
2018-02-21,2.65
2018-02-22,2.65
2018-02-23,2.58
2018-02-26,2.6
2018-02-27,2.59
2018-02-28,2.66
2018-03-01,2.67
2018-03-02,2.67
2018-03-05,2.7
2018-03-06,2.7
2018-03-07,2.8
2018-03-08,2.8
2018-03-09,2.71
2018-03-12,2.78
2018-03-13,2.76
2018-03-14,2.69
2018-03-15,2.7
2018-03-16,2.62
2018-03-19,2.62
2018-03-20,2.71
2018-03-21,2.74
2018-03-22,2.62
2018-03-23,2.58
2018-03-26,2.63
2018-03-27,2.6
2018-03-28,2.64
2018-03-29,2.81
2018-04-02,2.75
2018-04-03,2.75
2018-04-04,2.81
2018-04-05,2.81
2018-04-06,2.81
2018-04-09,2.78
2018-04-10,2.78
2018-04-11,2.74
2018-04-12,2.76
2018-04-13,2.82
2018-04-16,2.88
2018-04-17,2.84
2018-04-18,2.85
2018-04-19,2.8
2018-04-20,2.78
2018-04-23,2.78
2018-04-24,2.79
2018-04-25,2.81
2018-04-26,2.81
2018-04-27,2.82
2018-04-30,2.75
2018-05-01,2.75
2018-05-02,2.77
2018-05-03,2.75
2018-05-04,2.75
2018-05-07,2.74
2018-05-08,2.77
2018-05-09,2.75
2018-05-10,2.78
2018-05-11,2.75
2018-05-14,2.84
2018-05-15,2.83
2018-05-16,2.85
2018-05-17,2.75
2018-05-18,2.75
2018-05-21,2.77
2018-05-22,2.76
2018-05-23,2.89
2018-05-24,2.88
2018-05-25,2.88
2018-05-29,2.84
2018-05-30,2.83
2018-05-31,2.94
2018-06-01,2.91
2018-06-04,2.89
2018-06-05,2.89
2018-06-06,2.89
2018-06-07,3.02
2018-06-08,2.91
2018-06-11,3
2018-06-12,2.98
2018-06-13,2.98
2018-06-14,2.99
2018-06-15,3.02
2018-06-18,2.99
2018-06-19,2.95
2018-06-20,2.96
2018-06-21,3.08
2018-06-22,2.95
2018-06-25,2.96
2018-06-26,2.98
2018-06-27,3.01
2018-06-28,2.99
2018-06-29,2.96
2018-07-02,2.9
2018-07-03,2.9
2018-07-05,2.91
2018-07-06,2.91
2018-07-09,2.9
2018-07-10,2.9
2018-07-11,2.89
2018-07-12,2.89
2018-07-13,2.86
2018-07-16,2.76
2018-07-17,2.81
2018-07-18,2.8
2018-07-19,2.75
2018-07-20,2.79
2018-07-23,2.79
2018-07-24,2.73
2018-07-25,2.82
2018-07-26,2.82
2018-07-27,2.78
2018-07-30,2.75
2018-07-31,2.82
2018-08-01,2.8
2018-08-02,2.77
2018-08-03,2.86
2018-08-06,2.85
2018-08-07,2.95
2018-08-08,2.99
2018-08-09,3.02
2018-08-10,2.96
2018-08-13,2.92
2018-08-14,3.02
2018-08-15,3.02
2018-08-16,3.02
2018-08-17,3.01
2018-08-20,3.04
2018-08-21,3.01
2018-08-22,3.02
2018-08-23,3.01
2018-08-24,2.99
2018-08-27,2.98
2018-08-28,2.98
2018-08-29,2.96
2018-08-30,2.96
2018-08-31,2.98
2018-09-04,2.96
2018-09-05,3
2018-09-06,2.93
2018-09-07,2.88
2018-09-10,2.9
2018-09-11,2.94
2018-09-12,2.98
2018-09-13,2.94
2018-09-14,2.91
2018-09-17,2.95
2018-09-18,3
2018-09-19,3.11
2018-09-20,3.07
2018-09-21,3.02
2018-09-24,3.04
2018-09-25,3.12
2018-09-26,3.1
2018-09-27,3.05
2018-09-28,3.01
2018-10-01,3.13
2018-10-02,3.14
2018-10-03,3.26
2018-10-04,3.39
2018-10-05,3.25
2018-10-08,3.28
2018-10-09,3.4
2018-10-10,3.45
2018-10-11,3.16
2018-10-12,3.19
2018-10-15,3.26
2018-10-16,3.27
2018-10-17,3.3
2018-10-18,3.28
2018-10-19,3.2
2018-10-22,3.2
2018-10-23,3.28
2018-10-24,3.42
2018-10-25,3.42
2018-10-26,3.27
2018-10-29,3.2
2018-10-30,3.27
2018-10-31,3.31
2018-11-01,3.36
2018-11-02,3.26
2018-11-05,3.53
2018-11-06,3.53
2018-11-07,3.54
2018-11-08,3.54
2018-11-09,3.74
2018-11-12,3.96
2018-11-13,4.1
2018-11-14,4.1
2018-11-15,4.69
2018-11-16,4.3
2018-11-19,4.65
2018-11-20,4.65
2018-11-21,4.7
2018-11-26,4.28
2018-11-27,4.28
2018-11-28,4.5
2018-11-29,4.5
2018-11-30,4.61
2018-12-03,4.4
2018-12-04,4.4
2018-12-05,4.69
2018-12-06,4.44
2018-12-07,4.51
2018-12-10,4.54
2018-12-11,4.53
2018-12-12,4.53
2018-12-13,4.31
2018-12-14,3.99
2018-12-17,3.8
2018-12-18,3.8
2018-12-19,3.64
2018-12-20,3.7
2018-12-21,3.7
2018-12-26,3.42
2018-12-27,3.1
2018-12-28,3.25
2019-01-02,3.25
2019-01-03,2.72
2019-01-04,2.8
2019-01-07,2.74
2019-01-08,2.89
2019-01-09,2.92
2019-01-10,2.95
2019-01-11,2.95
2019-01-14,3.36
2019-01-15,3.54
2019-01-16,3.58
2019-01-17,3.58
2019-01-18,3.43
2019-01-22,3.43
2019-01-23,3.13
2019-01-24,3.13
2019-01-25,3.07
2019-01-28,3.05
2019-01-29,2.94
2019-01-30,3
2019-01-31,2.82
2019-02-01,2.7
2019-02-04,2.57
2019-02-05,2.54
2019-02-06,2.58
2019-02-07,2.62
2019-02-08,2.66
2019-02-11,2.76
2019-02-12,2.71
2019-02-13,2.61
2019-02-14,2.61
2019-02-15,2.59
2019-02-19,2.69
2019-02-20,2.69
2019-02-21,2.73
2019-02-22,2.74
2019-02-25,2.84
2019-02-26,2.74
2019-02-27,2.89
2019-02-28,2.89
2019-03-01,3.19
2019-03-04,4.25
2019-03-05,3.18
2019-03-06,3.18
2019-03-07,2.9
2019-03-08,2.9
2019-03-11,2.86
2019-03-12,2.83
2019-03-13,2.87
2019-03-14,2.95
2019-03-15,2.95
2019-03-18,2.9
2019-03-19,2.92
2019-03-20,2.86
2019-03-21,2.86
2019-03-22,2.75
2019-03-25,2.72
2019-03-26,2.74
2019-03-27,2.69
2019-03-28,2.69
2019-03-29,2.73
2019-04-01,2.73
2019-04-02,2.76
2019-04-03,2.74
2019-04-04,2.66
2019-04-05,2.62
2019-04-08,2.72
2019-04-09,2.71
2019-04-10,2.72
2019-04-11,2.72
2019-04-12,2.75
2019-04-15,2.75
2019-04-16,2.66
2019-04-17,2.55
2019-04-18,2.54
2019-04-22,2.61
2019-04-23,2.53
2019-04-24,2.53
2019-04-25,2.54
2019-04-26,2.58
2019-04-29,2.58
2019-04-30,2.59
2019-05-01,2.59
2019-05-02,2.63
2019-05-03,2.59
2019-05-06,2.54
2019-05-07,2.54
2019-05-08,2.64
2019-05-09,2.62
2019-05-10,2.64
2019-05-13,2.71
2019-05-14,2.7
2019-05-15,2.69
2019-05-16,2.62
2019-05-17,2.61
2019-05-20,2.7
2019-05-21,2.73
2019-05-22,2.73
2019-05-23,2.56
2019-05-24,2.6
2019-05-28,2.65
2019-05-29,2.69
2019-05-30,2.69
2019-05-31,2.59
2019-06-03,2.5
2019-06-04,2.45
2019-06-05,2.45
2019-06-06,2.4
2019-06-07,2.43
2019-06-10,2.42
2019-06-11,2.41
2019-06-12,2.43
2019-06-13,2.43
2019-06-14,2.37
2019-06-17,2.46
2019-06-18,2.44
2019-06-19,2.43
2019-06-20,2.38
2019-06-21,2.27
2019-06-24,2.31
2019-06-25,2.31
2019-06-26,2.34
2019-06-27,2.32
2019-06-28,2.42
2019-07-01,2.33
2019-07-02,2.3
2019-07-03,2.29
2019-07-08,2.39
2019-07-09,2.41
2019-07-10,2.49
2019-07-11,2.54
2019-07-12,2.54
2019-07-15,2.53
2019-07-16,2.53
2019-07-17,2.44
2019-07-18,2.38
2019-07-19,2.3
2019-07-22,2.33
2019-07-23,2.34
2019-07-24,2.33
2019-07-25,2.26
2019-07-26,2.23
2019-07-29,2.23
2019-07-30,2.22
2019-07-31,2.28
2019-08-01,2.36
2019-08-02,2.12
2019-08-05,2.02
2019-08-06,2.15
2019-08-07,2.18
2019-08-08,2.13
2019-08-09,2.09
2019-08-12,2.21
2019-08-13,2.24
2019-08-14,2.22
2019-08-15,2.19
2019-08-16,2.2
2019-08-19,2.26
2019-08-20,2.35
2019-08-21,2.31
2019-08-22,2.28
2019-08-23,2.15
2019-08-26,2.23
2019-08-27,2.24
2019-08-28,2.24
2019-08-29,2.36
2019-08-30,2.33
2019-09-03,2.39
2019-09-04,2.48
2019-09-05,2.49
2019-09-06,2.49
2019-09-09,2.65
2019-09-10,2.67
2019-09-11,2.63
2019-09-12,2.62
2019-09-13,2.61
2019-09-16,2.75
2019-09-17,2.7
2019-09-18,2.72
2019-09-19,2.65
2019-09-20,2.34
2019-09-23,2.55
2019-09-24,2.55
2019-09-25,2.54
2019-09-26,2.57
2019-09-27,2.41
2019-09-30,2.37
2019-10-01,2.36
2019-10-02,2.36
2019-10-03,2.31
2019-10-04,2.25
2019-10-07,2.36
2019-10-08,2.29
2019-10-09,2.26
2019-10-10,2.26
2019-10-11,2.13
2019-10-14,2.13
2019-10-15,2.29
2019-10-16,2.44
2019-10-17,2.29
2019-10-18,2.08
2019-10-21,2.13
2019-10-22,2.21
2019-10-23,2.34
2019-10-24,2.33
2019-10-25,2.26
2019-10-28,2.49
2019-10-29,2.61
2019-10-30,2.71
2019-10-31,2.73
2019-11-01,2.54
2019-11-04,2.77
2019-11-05,2.77
2019-11-06,2.82
2019-11-07,2.84
2019-11-08,2.87
2019-11-12,2.72
2019-11-13,2.66
2019-11-14,2.68
2019-11-15,2.7
2019-11-18,2.64
2019-11-19,2.53
2019-11-20,2.56
2019-11-21,2.53
2019-11-22,2.62
2019-11-25,2.51
2019-11-26,2.51
2019-11-27,2.46
2019-11-29,2.46
2019-12-02,2.29
2019-12-03,2.42
2019-12-04,2.43
2019-12-05,2.42
2019-12-06,2.31
2019-12-09,2.17
2019-12-10,2.18
2019-12-11,2.28
2019-12-12,2.28
2019-12-13,2.28
2019-12-16,2.34
2019-12-17,2.3
2019-12-18,2.26
2019-12-19,2.21
2019-12-20,2.27
2019-12-23,2.17
2019-12-24,2.11
2019-12-26,2.09
2019-12-27,1.75
2019-12-30,2.06
2019-12-31,2.09
2020-01-02,2.05
2020-01-03,2.06
2020-01-06,2.1
2020-01-07,2.17
2020-01-08,2.09
2020-01-09,2.05
2020-01-10,2.05
2020-01-13,2.03
2020-01-14,2.15
2020-01-15,2.01
2020-01-16,2.06
2020-01-17,2.07
2020-01-21,1.98
2020-01-22,1.89
2020-01-23,1.95
2020-01-24,1.91
2020-01-27,2.03
2020-01-28,1.96
2020-01-29,1.93
2020-01-30,1.94
2020-01-31,1.91
2020-02-03,1.9
2020-02-04,1.89
2020-02-05,1.89
2020-02-06,1.86
2020-02-07,1.93
2020-02-10,1.85
2020-02-11,1.85
2020-02-12,1.91
2020-02-13,1.95
2020-02-14,1.93
2020-02-18,2.04
2020-02-19,2.01
2020-02-20,1.98
2020-02-21,1.96
2020-02-24,1.94
2020-02-25,1.93
2020-02-26,1.96
2020-02-27,1.78
2020-02-28,1.79
2020-03-01,1.79
2020-03-02,1.75
2020-03-03,1.78
2020-03-04,1.83
2020-03-05,1.89
2020-03-06,1.76
2020-03-08,1.76
2020-03-09,1.74
2020-03-10,1.91
2020-03-11,1.96
2020-03-12,1.82
2020-03-13,1.94
2020-03-15,1.94
2020-03-16,1.89
2020-03-17,1.89
2020-03-18,1.73
2020-03-19,1.68
2020-03-20,1.76
2020-03-22,1.76
2020-03-23,1.7
2020-03-24,1.73
2020-03-25,1.8
2020-03-26,1.73
2020-03-27,1.7
2020-03-29,1.7
2020-03-30,1.65
2020-03-31,1.71
2020-04-01,1.69
2020-04-02,1.55
2020-04-03,1.5
2020-04-06,1.64
2020-04-07,1.83
2020-04-08,1.86
2020-04-09,1.74
2020-04-13,1.86
2020-04-14,1.76
2020-04-15,1.68
2020-04-16,1.59
2020-04-17,1.71
2020-04-20,1.78
2020-04-21,1.92
2020-04-22,1.9
2020-04-23,1.86
2020-04-24,1.81
2020-04-27,1.68
2020-04-28,1.8
2020-04-29,1.73
2020-04-30,1.63
2020-05-01,1.69
2020-05-04,1.78
2020-05-05,1.93
2020-05-06,1.9
2020-05-07,1.84
2020-05-08,1.74
2020-05-11,1.7
2020-05-12,1.61
2020-05-13,1.56
2020-05-14,1.6
2020-05-15,1.66
2020-05-18,1.77
2020-05-19,1.85
2020-05-20,1.83
2020-05-21,1.75
2020-05-22,1.7
2020-05-26,1.79
2020-05-27,1.78
2020-05-28,1.79
2020-05-29,1.7
2020-06-01,1.59
2020-06-02,1.58
2020-06-03,1.84
2020-06-04,1.68
2020-06-05,1.8
2020-06-08,1.68
2020-06-09,1.68
2020-06-10,1.72
2020-06-11,1.77
2020-06-12,1.67
2020-06-15,1.64
2020-06-16,1.43
2020-06-17,1.55
2020-06-18,1.51
2020-06-19,1.49
2020-06-22,1.64
2020-06-23,1.61
2020-06-24,1.64
2020-06-25,1.53
2020-06-26,1.42
2020-06-29,1.67
2020-06-30,1.76
2020-07-01,1.69
2020-07-06,1.71
2020-07-07,1.76
2020-07-08,1.78
2020-07-09,1.88
2020-07-10,1.79
2020-07-13,1.75
2020-07-14,1.74
2020-07-15,1.76
2020-07-16,1.79
2020-07-17,1.79
2020-07-20,1.71
2020-07-21,1.66
2020-07-22,1.69
2020-07-23,1.75
2020-07-24,1.77
2020-07-27,1.85
2020-07-28,1.83
2020-07-29,1.77
2020-07-30,1.81
2020-07-31,1.83
2020-08-03,1.95
2020-08-04,2.07
2020-08-05,2.23
2020-08-06,2.26
2020-08-07,2.15
2020-08-10,2.18
2020-08-11,2.19
